grade,topic,title,checked_by,kind,ccss,does,notes,worksheet_link,answer_key_link
G4,Time,Grade 4 Math - Time - 19 Days and Hours Mixed Review,read text,practice,"4.MD.A.1, 4.MD.A.2","Mixed review: (A) convert days to hours (4 items), (B) convert hours to days (4 items), (C) complete a days/hours conversion table. No word problems.",,https://drive.google.com/file/d/1n4mi2nYAjcVbhHNia7-uR3-cKXo-_LWm/view,https://drive.google.com/file/d/1bJG_Zun-YALb5QhEw2sPVC7l7MuSJs23/view
G4,Weight & Mass,Grade 4 Math - Weight & Mass - 01 Conversion from Gram to Kilogram,read text,practice,"4.MD.A.1, 4.MD.A.4","(A) convert grams to kilograms (6 items, some as decimals), (B) complete a grams/kilograms conversion table, (C) compare gram and kilogram amounts using <, >, or =, (D) 1 word problem per sheet.",,https://drive.google.com/file/d/1IXgLRTIdPNVx4Dsmlka620S9TQn30QJe/view,https://drive.google.com/file/d/1rbPee1AkXPDlSS6JP4PDrldCWB_eZItD/view
G4,Weight & Mass,Grade 4 Math - Weight & Mass - 02 Conversion from Kilogram to Gram,read text,practice,"4.MD.A.1, 4.MD.A.4","(A) convert kilograms (including decimals) to grams (6 items), (B) complete a kilograms/grams conversion table, (C) compare kilogram and gram amounts using <, >, or =, (D) 1 word problem per sheet.",,https://drive.google.com/file/d/1B0BUdKqtfhM_7sL-KKFx4QWOkfdZQKc2/view,https://drive.google.com/file/d/1F49gL5VvwdWn2fPfyzMUoE5ut2x76hIY/view
G4,Weight & Mass,Grade 4 Math - Weight & Mass - 03 Conversion between Kilogram and Gram,read text,practice,"4.MD.A.1, 4.MD.A.4","Mixed-direction conversion between kilograms and grams: (A) 6 fill-in items convertible either way, (B) complete a kilograms/grams conversion table, (C) compare using <, >, or =, (D) 1 word problem per sheet.",,https://drive.google.com/file/d/1GtAlOWjiBx7J6kwEGJUB5F1NbWJoDd2F/view,https://drive.google.com/file/d/1jHsHrrkxDkVb89v5qsI0fv0PVFShR-5R/view
G4,Weight & Mass,Grade 4 Math - Weight & Mass - 04 Conversion between Ounces and Pounds,read answer key,practice,"4.MD.A.1, 4.MD.A.4","(A) convert between pounds and ounces (6 items), (B) complete a pounds/ounces conversion table, (C) compare pound and ounce amounts using <, >, or =, (D) 1 word problem per sheet.",Primary text garbled; described from the answer key.,https://drive.google.com/file/d/1MZCxPpgO0cy6ZDbqhOdHcB6_-1hrYQYT/view,https://drive.google.com/file/d/1qLbCApRAgdjzMdZ8oNpUN6Iizxmqfw0N/view
G4,Weight & Mass,Grade 4 Math - Weight & Mass - 05 Conversion between Pounds and Tons,read answer key,practice,"4.MD.A.1, 4.MD.A.4","(A) convert between tons and pounds (4 items), (B) complete a tons/pounds conversion table, (C) compare ton and pound amounts using <, >, or =, (D) 1 word problem per sheet (e.g. Statue of Liberty's weight, an elephant's weight).",Primary text garbled; described from the answer key.,https://drive.google.com/file/d/1QjYB-m-9j-j4AEKw5WulM3Pov2oHwSAQ/view,https://drive.google.com/file/d/19i1LmhRQZos8FLw6JFmZX52MibeK6bVu/view
G4,Weight & Mass,Grade 4 Math - Weight & Mass - 06 Measuring Weight Set,read answer key,practice,4.MD.A.2,"Students find the unknown weight needed to balance a two-pan scale, where each pan holds pictured grocery items (jars, bags, boxes) labeled with weights in ounces or pounds; 8 balance-scale items per sheet.",Primary text extracted with product-label text mixed in but scale balance values unreadable; confirmed from the answer key.,https://drive.google.com/file/d/1iwj49wHxuwChGr2BywXnhi9FzbEiIK2K/view,https://drive.google.com/file/d/1edB5fIyhH4_o4TG7y1hQCzF0RKYVqivd/view
G4,Weight & Mass,Grade 4 Math - Weight & Mass - 07 Mixed Review - Type 2,read answer key,practice,4.MD.A.1,"Mixed review converting between ounces, pounds, and tons: 16 fill-in conversion items per sheet mixing all three units (e.g. ounces to pounds, tons to pounds), no word problems.",Primary text garbled; described from the answer key.,https://drive.google.com/file/d/1ln-YAzlH7QFWjqFrziul3EWecIb_RJ7g/view,https://drive.google.com/file/d/1hcL19bjyCTS576O8-gsN3onPM1XoD60Q/view
G4,Weight & Mass,Grade 4 Math - Weight & Mass - 08 Revision MCQ,read answer key,assessment/review,4.MD.A.1,"Multiple-choice revision questions (6 per sheet) converting between ounces, pounds, and tons, including direct fact recall ('how many ounces are in a pound?') and conversion word problems.",Primary text garbled; described from the answer key.,https://drive.google.com/file/d/1VRcI6KRZkWMbg7cPnB3a4jscqrKV2_dz/view,https://drive.google.com/file/d/15eC6WTgG0xjTaUVsaUGvwglBRSayuZwV/view
G4,Word Problems,Grade 4 Math - Word Problems - 01 Multi-Digit Addition and Subtraction Word Problems,read answer key,word problems,"4.OA.A.3, 4.NBT.B.4","5 mixed addition and subtraction word problems per sheet involving multi-digit whole numbers (up to 6 digits), covering contexts like flight distances, salaries, school populations, museum visitors, and sales figures.",Primary text garbled; described from the answer key.,https://drive.google.com/file/d/1zI3tOoSrYkd1vMARPsKWc9YKPhYLffGS/view,https://drive.google.com/file/d/1uTYoFBpTzSPDOleepGiFmy9A6eUjPcpN/view
G5,Angles,Grade 5 Math - Angles - 01 Naming Angles with a Common Vertex,looked at pages,practice,4.G.A.1,"Students are shown a diagram of several rays sharing one vertex (2-3 rays per figure) and must write out the names of all the angles formed using 3-letter angle notation (e.g. ∠PQS, ∠SQR), 6 figures per sheet.",No measuring involved; purely angle identification/naming from a figure.,https://drive.google.com/file/d/1heWh1XmXLYAXupu-ByrbZYijCMBTs5Lh/view,https://drive.google.com/file/d/1g6VkCo3mfMYCrnqvcNZoDerWqf3iyMpN/view
G5,Angles,Grade 5 Math - Angles - 02 Reading a Protractor 1-Degree Increments,looked at pages,practice,4.MD.C.6,"Students read a semicircular protractor image (single inner scale, 1-degree increments) with a ray drawn from the center and state the angle measure shown, 8 protractors per sheet.",Protractor drawings only use the inner scale (no dual inner/outer reading needed here).,https://drive.google.com/file/d/1HNUZ2A7BrNwMtBbNlAxk9mzW5LXnuxFd/view,https://drive.google.com/file/d/1TKQIeebPvwe1GAXCHF9tbhCtZHbgtimY/view
G5,Angles,Grade 5 Math - Angles - 03 Reading the Inner and Outer Scales of a Protractor 5-Degree Increments,looked at pages,practice,4.MD.C.6,"Same as the inner/outer-scale reading task but the protractor is marked in 5-degree increments instead of 1-degree, 8 angles per sheet.","Coarser gradations than sheet 04, so answers land on multiples of 5.",https://drive.google.com/file/d/1ypds0XwAkssRT3FObFGHTTIMD3ruIQVq/view,https://drive.google.com/file/d/19-nWjF53Glv4Fr1FOJjqJNasNvpRwywI/view
G5,Angles,Grade 5 Math - Angles - 04 Reading the Inner and Outer Scales of a Protractor 1-Degree Increments,looked at pages,practice,4.MD.C.6,Students read a protractor image showing both the inner and outer scale (1-degree increments) and must choose the correct scale to read each of 8 angles per sheet.,Harder than sheet 02 since some rays point right (read outer scale) and some point left (read inner scale).,https://drive.google.com/file/d/1uXP7ym3sHzZFYFvKK9Y0zkt_sfS_SSXz/view,https://drive.google.com/file/d/1FJkyX-8LYUGJw0zlOGxZnjSyjD50MRyk/view
G5,Angles,Grade 5 Math - Angles - 05 Drawing Reflex Angles,looked at pages,practice,4.MD.C.6,"Students are given a ray already drawn plus a target reflex-angle measure in degrees (e.g. 195°, 300°, 327°) and must draw the second ray to complete that exact reflex angle using a protractor, 6 items per sheet in a two-column layout.",,https://drive.google.com/file/d/1a2D6rCKdTZUUhVZRE-Lbr0UlPxz3lQEI/view,https://drive.google.com/file/d/1e9Fb20CoOh3oHCpUX9LKAB6sn_-3K9iI/view
G5,Angles,Grade 5 Math - Angles - 06 Estimate vs Exact Measure,read answer key,practice,4.MD.C.6,"Students look at a drawn angle, first write down their estimate of its measure (as a range, e.g. 57 deg - 65 deg), then use a protractor to measure and record the exact angle measure. Each of the 3 practice sheets has 8 angles to estimate and measure; answer key gives estimate ranges and exact values (angles from about 23 deg up to 243 deg, i.e. covering acute, right, obtuse and reflex angles).","Direct PDF page render failed; description confirmed instead from the answer key text (read via read_file_content), which lists all 3 sheets' estimate ranges and exact protractor measures matching the title. Page count (5) kept from catalog metadata since only the answer key text, not the worksheet pages, could be inspected directly.",https://drive.google.com/file/d/1PrIW7u6PQrXJIKnVaUg-nffQ5e0169Rg/view,https://drive.google.com/file/d/1hzXUlv_W12O1Aa6I0_gGsO-NHHwY4slv/view
G5,Angles,Grade 5 Math - Angles - 07 Measuring Reflex Angles,looked at pages,practice,4.MD.C.6,"Students are shown a freehand-drawn reflex angle (greater than 180 degrees, no protractor image given) and must measure it themselves with a physical protractor and write the angle, 8 per sheet.",No protractor image is printed on the page; students need their own protractor.,https://drive.google.com/file/d/1PzKnfY_mDwagsdPBt54dqcrSfQxGyQ-J/view,https://drive.google.com/file/d/1hfWtRuCcJcSylWD86XKfFz90c5Q_vDLY/view
G5,Angles,Grade 5 Math - Angles - 08 Measuring Angles and Finding x,looked at pages,practice,"4.MD.C.6, 4.MD.C.7","Students are given a drawn angle labeled with an algebraic expression (e.g. (x+15)°, 3x°, (x/2)°) instead of a protractor; they measure the angle with their own protractor, write the angle name (e.g. m∠PQR) and solve the expression for x, 8 items per sheet.",Combines protractor measurement with basic algebra (solve for x).,https://drive.google.com/file/d/1idxsLcSuF8BXiBAI2vsmwR3YXdx_z2Lo/view,https://drive.google.com/file/d/1mYTolsI4nTYdhaYUSZZtXHbE74MvlwQg/view
G5,Area & Perimeter,Area & Perimeter - 10 Area of Mixed Shapes Set,looked at pages,practice,5.MD.A.1,"Students find the area of 6 mixed shapes (triangles, parallelograms, squares, rectangles) per page with whole-number dimensions and units (in, ft, yd), plus 2 word problems (area of a square from side length, area of a triangle from base and height); across the 3 sheets, dimensions progress to fractional values and page 3 introduces circles requiring pi=3.14 and a trapezoid.","Progressive difficulty across 3 sheets: L1S1 whole numbers, L2S1 fractions, L3S1 (page3, shown as L2S1 label but includes circles) mixed with pi.",https://drive.google.com/file/d/1NX9o_m0UShzlJbLQAsSQ983CtXbwVMT4/view,https://drive.google.com/file/d/1_978yIB2h0I4HbWgTVnHPOE_YgKwDhm9/view
G5,Area & Perimeter,Area & Perimeter - 11 Area of Mixed Shapes Set,looked at pages,practice,5.MD.A.1,"Companion set to worksheet 10: students find the area of 6 mixed shapes per page (triangles, parallelograms, squares, rectangles, some with fractional dimensions) plus 2 word problems, with a later page introducing circles (pi=3.14) and trapezoids.","Similar level/format to worksheet 10, part of same numbered set (L1S2/L2S2 style variants).",https://drive.google.com/file/d/1ejrK6G1wZi_apI1VA4HZ7dtqM9hG2cje/view,https://drive.google.com/file/d/18_C4aCWa2aJy1xWUA7vKFLrs22EdBrDn/view
G5,Area & Perimeter,Area & Perimeter - 12 Area of Mixed Shapes Set,looked at pages,practice,5.MD.A.1,"Third companion set: students find the area of 6 mixed shapes per page and answer 2 word problems; page shown includes a circle (radius given, use pi=3.14), rectangle, right triangle, parallelogram, square, and trapezoid, with whole-number dimensions.",Part of the same 10-12 'Area of Mixed Shapes Set' numbered trio; answer key ids need reconciliation against pairs.json.,https://drive.google.com/file/d/1wPY3fnGywTnp8ur3tuE60suL4mJx0rkR/view,https://drive.google.com/file/d/1_OdiiFbpaxmDffMaErECNTZlYnNY966_/view
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 01 Area from Radius,looked at pages,practice,7.G.B.4,"Given the radius of a circle (whole number, in ft/in/yd), students find the area in terms of pi (leave answer as a multiple of pi, no decimal approximation), 9 circles per sheet, with a worked example at the top.",,https://drive.google.com/file/d/17PsjAPi3EA6KfFk6mI8lGsAwYifMn-Ok/view,https://drive.google.com/file/d/1t5wpuNzOkmR8cH8zDMY06IXbLUqVGoCX/view
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 02 Area from Diameter,looked at pages,practice,7.G.B.4,"Given the diameter of a circle, students find the area in terms of pi (must first halve the diameter to get the radius), 9 circles per sheet, with a worked example.",,https://drive.google.com/file/d/1u6laF6x66vWkNKC7g8UUpsSK8BrCcXBO/view,https://drive.google.com/file/d/1bPvrFJs2VgRMA-chekmwNuB4gnyiOV3Y/view
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 03 Area from Radius or Diameter,read answer key,practice,7.G.B.4,"Given the radius or diameter of a circle (in ft/in/yd, whole-number values from about 3 to 40), students compute the area of the circle, leaving the answer in terms of pi (e.g. 'Area = 225pi ft^2'). Each of the 3 sheets (ES1-ES3) has 6 circles to find the area for, plus 2 multiple-choice questions and 1 word problem (e.g. area a tethered cow can graze). Answer key gives all areas as exact pi-multiples.","Description confirmed from the answer key text (read via read_file_content), which shows all 3 sheets' problems and area answers in terms of pi; the worksheet pages themselves were not rendered as images.",https://drive.google.com/file/d/1BvyToO3AaxmFVWbQ-BzJwkhisQ9i-5mT/view,https://drive.google.com/file/d/1clEm6zb66T43WELV5s2JoJFu-XFrmv--/view
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 04 Radius or Diameter from Area,read answer key,practice,7.G.B.4,"Given the area of a circle expressed in terms of pi (e.g. 'Area = 361pi ft^2'), students work backward to find the circle's radius and diameter. Each of the 3 sheets (ES1-ES3) has 6 circles to solve plus 2 word/multiple-choice problems (e.g. area of a floor carpet, a dartboard). Answer key confirms all radius/diameter values.","Description confirmed from the answer key text (read via read_file_content), which shows all 3 sheets' area values and their solved radius/diameter answers; the worksheet pages themselves were not rendered as images.",https://drive.google.com/file/d/19pZuDUD3nJz8KLXuyTew4U-lTQxyvU9z/view,https://drive.google.com/file/d/1gj5SwgmonGwXacsKcszMFtkFlMiyl6UY/view
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 05 Circumference from Radius,looked at pages,practice,7.G.B.4,"Given the radius of a circle, students find the circumference in terms of pi (2*pi*r), 9 circles per sheet, with a worked example.",,https://drive.google.com/file/d/1gN4JG-nNP3HZMACpFCJC3mpnCRh-8qK8/view,https://drive.google.com/file/d/1O356L8h09Ak0lNTIysyEa6KgAKtXNgZX/view
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 06 Circumference from Diameter,looked at pages,practice,7.G.B.4,"Given the diameter of a circle, students find the circumference using pi=3.14, rounding the decimal answer to the nearest tenth, 9 circles per sheet, with a worked example.","Unlike sheet 05, answers here are decimal approximations (pi=3.14) rounded to the nearest tenth, not exact pi-multiples.",https://drive.google.com/file/d/1vzKRCj95PbTsvwwXwJH4-LBxrIGTo_mZ/view,https://drive.google.com/file/d/1JUdFd1eJYBoN9Je23M-aPYane-odN1eI/view
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 07 Circumference from Radius or Diameter,read answer key,practice,7.G.B.4,"Given the radius or diameter of a circle (whole numbers, ft/in/yd), students compute its circumference, leaving the answer in terms of pi (e.g. 'Circumference = 20pi in'). Each of the 3 sheets (ES1-ES3) has 6 circles plus 2 word problems (bike wheel, clock minute hand, protective table strip). Answer key confirms all circumference values as exact pi-multiples.","Description confirmed from the answer key text (read via read_file_content), which shows all 3 sheets' problems and circumference answers in terms of pi; the worksheet pages themselves were not rendered as images.",https://drive.google.com/file/d/14uIrUvj4M5D0myppC8K6_sHkUCqVqcmt/view,https://drive.google.com/file/d/10D-DlAp7MFPO9KrFZHyhKiWFxshx-ac_/view
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 08 Radius or Diameter from Circumference,read answer key,practice,7.G.B.4,"Given the circumference of a circle expressed in terms of pi (e.g. '36pi yd'), students find its radius and diameter. Each of the 3 sheets (ES1-ES3) has a multiple-choice section (5 word problems with 3 answer choices each, e.g. bike wheel, minute hand, park circumference) plus a table of 5 more circumferences to solve for radius and diameter. Answer key confirms all radius/diameter values.","Description confirmed from the answer key text (read via read_file_content), which shows all 3 sheets' circumference values and their solved radius/diameter answers; the worksheet pages themselves were not rendered as images.",https://drive.google.com/file/d/1RStizcleMR1vgV6-KOjlFu-XQRoQ3omM/view,https://drive.google.com/file/d/1hW3NTPvjEi6CQrwMJ8G6g2Dq_dzofH0p/view
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 09 Circumference from Area,read answer key,practice,7.G.B.4,"Given the area of a circle expressed in terms of pi (e.g. 'Area = 225pi in^2'), students find its radius, diameter, and then its circumference (also in terms of pi). Each of the 3 sheets (ES1-ES3) has 6 circles to work through (find radius, diameter, circumference from the given area) plus 2 word problems (dinner table, cookie, fountain railing, bike ride around a circular ground). Answer key confirms all values.","Description confirmed from the answer key text (read via read_file_content), which shows all 3 sheets' area values and their solved radius/diameter/circumference chain; the worksheet pages themselves were not rendered as images.",https://drive.google.com/file/d/1n9hL7I40-dsaqaHJ6iYtGWOKNH5QNItr/view,https://drive.google.com/file/d/1UOtB-_D5OTp6iLsplW4uxFiU_foI8uNO/view
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 13 Area of Mixed Shapes Set,looked at pages,practice,5.MD.A.1,"Students find the area of 6 mixed shapes per page (circles using pi=3.14, rectangles, triangles, parallelograms, trapezoids, kites) with whole-number dimensions and units (in/ft/yd), plus 2 word problems (area of a trapezoid from base sum and height, area of a square from side length).",Final sheet of the '10-13 Area of Mixed Shapes Set' progression (whole numbers -> fractions -> circles/pi).,https://drive.google.com/file/d/1uJv2YfhlpLwFWX_CGZX4f4krBX4yEkrS/view,https://drive.google.com/file/d/1O8jU8lqFqvIKLbNTQ2iCcY3GhK_Y9w6T/view
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 14 Area of Mixed Shapes Set,read answer key,practice,6.G.A.1,"Students find the area of mixed shapes (rectangles, triangles, parallelograms, trapezoids) given labeled dimensions in ft/in/yd (including decimals). Each of the 3 sheets has 6 shapes to find the area of plus 2 word problems (e.g. area of a trapezoid given height and parallel bases, area of a rectangle from mixed units). Answer key confirms all numeric area answers.","Description confirmed from the answer key text (read via read_file_content), which shows all 3 sheets' shapes/dimensions and their computed areas; the worksheet pages themselves were not rendered as images.",https://drive.google.com/file/d/1XkXxjoxv7kXEDwTbQqvBo5sXgLOAIcHG/view,https://drive.google.com/file/d/1sYp7fHDh9T2wDZoJrJLTzCd_eGQVjwpz/view
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 15 Area of Mixed Shapes Set,read answer key,practice,6.G.A.3,"Students find the area of mixed shapes plotted on coordinate grids (polygons and circles drawn on a coordinate plane, read off the grid rather than given as printed dimensions). Each of the 3 sheets has 9 shapes; answers are given in square units (whole numbers, decimals, and pi-multiples like '9pi square units' and '36pi square units' for circles).","Description confirmed from the answer key text (read via read_file_content, garbled OCR of the axis-tick numbers but the structure -- coordinate-grid shapes with square-unit and pi-multiple answers -- is clear across all 3 sheets); the worksheet pages themselves were not rendered as images.",https://drive.google.com/file/d/1rgGHDbdLMAfny8lOqZkcyHuny8hHwJoe/view,https://drive.google.com/file/d/1jLa7fvsjZyTOgUupqxC0-HGmRbHaS_Mn/view
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 16 Area of a Parallelogram Set,looked at pages,practice,5.MD.A.1,"Students find the area of 9 parallelograms per page, given base and height as whole numbers with mixed units (ft/yd/in); base/height are labeled directly on each drawn parallelogram.","First sheet of an 8-worksheet 'Area of a Parallelogram Set' (16-23), 5 pages/levels total in this file.",https://drive.google.com/file/d/1bnTv0AAIaGyRR22MRD9PIGI9pHvgZ9d2/view,https://drive.google.com/file/d/1WEZfCiwgwdAMGXz4HzU5pMkeqw3ayMO0/view
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 17 Area of a Parallelogram Set,read answer key,practice,6.G.A.1,"Students find the area of a parallelogram given whole-number base and height (in ft/in/yd). Each of the 5 sheets (T2L1S1-S5) has a part A with 3 parallelograms shown with labeled dimensions, a part B with 4 more base/height pairs to compute area from, and 1-2 word problems. Answer key confirms all area answers as whole numbers.","Description confirmed from the answer key text (read via read_file_content), which shows all 5 sheets' base/height values and computed areas; the worksheet pages themselves were not rendered as images.",https://drive.google.com/file/d/1TaAm7wdSN_0XvwLPoSYoL3Hba1cJ0geZ/view,https://drive.google.com/file/d/1M2Hbw-lk4i2v80wulUduYSMDo7BJvjB1/view
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 18 Area of a Parallelogram Set,read answer key,practice,6.G.A.1,"Students find the area of a parallelogram given decimal base and height (e.g. 3.9 ft x 9.6 ft). Each of the 5 sheets (T1S1-S5) has 9 parallelograms shown with labeled decimal dimensions to find the area of, with no word problems on this set. Answer key confirms all decimal area answers.","Description confirmed from the answer key text (read via read_file_content), which shows all 5 sheets' decimal base/height values and computed decimal areas; the worksheet pages themselves were not rendered as images.",https://drive.google.com/file/d/1kX0RUJiBnFX0ZfpNaIZr4cbjc21zF7Sl/view,https://drive.google.com/file/d/1cnEcsxiAxGWcJwCpaDx9OU6jMixSzTGq/view
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 19 Area of a Parallelogram Set,read answer key,practice,6.G.A.1,"Students find the area of a parallelogram given decimal base and height (e.g. 20 ft x 15.3 ft, 17.8 in x 8.7 in). Each of the 5 sheets (T2S1-S5) has a part A with 3 parallelograms with labeled decimal dimensions, a part B with 4 more base/height pairs to compute from, and 1-2 word problems. Answer key confirms all decimal area answers.","Description confirmed from the answer key text (read via read_file_content), which shows all 5 sheets' decimal base/height values and computed decimal areas; the worksheet pages themselves were not rendered as images.",https://drive.google.com/file/d/1TGc3769xjN-OC2vE5lFw1rDq3-oslsIu/view,https://drive.google.com/file/d/1JG9hWCYuz-tIvevA3SLeondtuYNUzvrx/view
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 20 Area of a Parallelogram Set,read answer key,practice,"6.G.A.1, 5.NF.B.4","Students find the area of a parallelogram given base and height as fractions or mixed numbers (e.g. 3 1/4 in, 14 1/3 ft). Each of the 5 sheets (T2S1-S5) has a part A with 3 parallelograms with labeled fractional dimensions, a part B with 4 more base/height pairs to compute from, and word problems. Answer key confirms all area answers as fractions or mixed numbers.","Description confirmed from the answer key text (read via read_file_content, though the fractions render as run-together OCR text, e.g. '4415 or 2 1415 yd2'); the worksheet pages themselves were not rendered as images.",https://drive.google.com/file/d/1FiYbGAaMMU450DqD_Lv74uWnN-fXFq6i/view,https://drive.google.com/file/d/1wFp6YOjzhYorK77DDNRvTQgiWM-d7PDa/view
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 21 Area of a Parallelogram Set,read answer key,practice,6.G.A.1,"Students find the area of a parallelogram from a picture with two labeled whole-number side dimensions (ft/in/yd). Each of the 5 sheets (T1S1-S5) has 9 parallelograms to find the area of, with no word problems. Answer key confirms all whole-number area answers.",Description confirmed from the answer key text (read via read_file_content); the worksheet pages themselves were not rendered as images.,https://drive.google.com/file/d/11lf3jVBTQoQMKmrbp-LY23sEmM5lNCGk/view,https://drive.google.com/file/d/1EtQolX42cLbC8aC0F1yK8I1MAMVH7eNr/view
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 22 Area of a Parallelogram Set,read answer key,practice,"6.G.A.1, 5.MD.A.1","Students find the area of a parallelogram, but the base and height are given in different units on the same problem (e.g. base = 72 in, height = 8 yd), requiring a unit conversion before multiplying. Each of the 5 sheets (T2S1-S5) has a part A with 3 pictured parallelograms plus a part B with 4 more mixed-unit base/height pairs and word problems. Answer key confirms all area answers (in the larger or requested unit).","Description confirmed from the answer key text (read via read_file_content), which shows base/height pairs given in different customary units (inches, feet, yards) needing conversion; the worksheet pages themselves were not rendered as images.",https://drive.google.com/file/d/19UsPYyFn1Nremo1j37j58E4Qk5gk-K2v/view,https://drive.google.com/file/d/1H1X_8g_Xk8g7IFZzh4CRruNrZsfvAkRx/view
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 23 Area of a Parallelogram Set,read answer key,practice,6.G.A.1,"Given the area of a parallelogram and one of its dimensions (both as decimals, e.g. Area = 35.91 ft^2 with height 4.8 ft), students find the missing base or height by dividing. Each of the 5 sheets has 9 parallelograms to solve for the missing dimension; no word problems. Answer key confirms all decimal base/height answers.",Description confirmed from the answer key text (read via read_file_content); the worksheet pages themselves were not rendered as images.,https://drive.google.com/file/d/1kGzOhnn0-gqv1dlBq8KLSNBJB2X5KgZ9/view,https://drive.google.com/file/d/1vbtejVSo1LY4p0earQhg8wI_k7-8wEn1/view
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 24 Area of a Rectangle Set,looked at pages,practice,"5.NF.B.4, 5.MD.A.1","Students find the area of 9 rectangles per page, with length and width given as fractions or mixed numbers (in/ft/yd), requiring fraction multiplication.",Single-topic 5-page set on rectangle area with fractional dimensions.,https://drive.google.com/file/d/1t2OhzUQfaOLCWJ9YqBzImu5PwJrYYI0e/view,https://drive.google.com/file/d/1XhJSh644dlbGDKhl1piT0l3Wu_FFjIrW/view
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 25 Area of a Square Set,looked at pages,practice,"5.NF.B.4, 5.MD.A.1","Two-part worksheet: Part A gives the side length of a square as a fraction or mixed number (4 problems, no picture) and Part B gives 4 squares with fractional side lengths shown on a drawn square, plus a word problem; students compute the area (side squared) each time.",5-page set; page 1 shown is level T2S1 (fractions); likely progresses from whole numbers to fractions across the set.,https://drive.google.com/file/d/1HkEqLaC12SjlumkQ3n9-BaBBXGpTCnAk/view,https://drive.google.com/file/d/1AVM0kCtkc1t5O9UfptIHn4CFR8RGjMFT/view
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 26 Area of a Triangle Set,looked at pages,practice,5.MD.A.1,"Students find the area of 9 triangles per page, given base and height as whole numbers (in/ft/yd) labeled on each drawn triangle (right, acute, obtuse orientations).","First sheet of an 8-worksheet 'Area of a Triangle Set' (26-33), 5 pages/levels total in this file.",https://drive.google.com/file/d/1-dPZJ_YH0GjzIreLMGBwpH1d6N6GLAhO/view,https://drive.google.com/file/d/1eIcz8Lyt_ZWasq_gTSVPrjJE5Vv_xfbv/view
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 27 Area of a Triangle Set,read answer key,practice,6.G.A.1,"Students find the area of a triangle given whole-number base and height (ft/in/yd). Each of the 5 sheets (T2L1S1-S5) has a part A with 3 pictured triangles, a part B with 4 more base/height pairs to compute area from, and 1-2 word problems. Answer key confirms all whole-number area answers (using Area = 1/2 x base x height).",Description confirmed from the answer key text (read via read_file_content); the worksheet pages themselves were not rendered as images.,https://drive.google.com/file/d/11IADfyDkca31dEQi3jsreeNtIeV6ihOM/view,https://drive.google.com/file/d/1bMzz04CY-meZwEVnP_2lzkePQ1UIuA1K/view
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 28 Area of a Triangle Set,read answer key,practice,6.G.A.1,"Students find the area of a triangle given decimal base and height (e.g. 8.5 in x 5.6 in). Each of the 5 sheets (T1S1-S5) has 9 triangles shown with labeled decimal dimensions, no word problems. Answer key confirms all decimal area answers (Area = 1/2 x base x height).",Description confirmed from the answer key text (read via read_file_content); the worksheet pages themselves were not rendered as images.,https://drive.google.com/file/d/1HAAuHbLNHnjAEZeRBzSnuXcEzRDxrMNe/view,https://drive.google.com/file/d/1q00gfaFeGw5ijX41KPn4LI5pb5GQZkP2/view
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 29 Area of a Triangle Set,read answer key,practice,"6.G.A.1, 5.MD.A.1","Students find the area of a triangle whose base and height are given in different customary units (e.g. base in inches, height in feet, requiring a conversion before applying Area = 1/2 x base x height). Each of the 5 sheets (T1S1-S5) has 9 triangles to find the area of. Answer key confirms all numeric answers (in the resulting mixed/converted unit).","Description confirmed from the answer key text (read via read_file_content), which shows triangles with base and height labeled in different units (in/ft/yd) on the same problem; the worksheet pages themselves were not rendered as images.",https://drive.google.com/file/d/17gAO5DprFYzkF7OZEEUkRggOKVC_dMuO/view,https://drive.google.com/file/d/1Nj0yFbNWlvQGJlEraHW-ih3kocshluFT/view
